 ID, Name, Parameters, Thread, Context, % Shaders Busy, Clocks
,glUniform4fv,( location = 0; count = 4; value = 0x893183352 ),0x65CD,77,,
42,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,37.67,9735
,glUniform4fv,( location = 4; count = 44; value = 0x334949720 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184144 ),0x65CD,77,,
43,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,39.87,9627
,glUniform4fv,( location = 4; count = 44; value = 0x334947584 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184360 ),0x65CD,77,,
44,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,40.65,10011
,glUniform4fv,( location = 4; count = 44; value = 0x334958976 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184360 ),0x65CD,77,,
45,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,39.8,9760
,glUniform4fv,( location = 4; count = 44; value = 0x334949720 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184000 ),0x65CD,77,,
46,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 1473; type = GL_UNSIGNED_SHORT; primcount = 2; indices =          0 ),0x65CD,77,49.37,11258
,glUniform4fv,( location = 4; count = 44; value = 0x334958264 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184576 ),0x65CD,77,,
,glBindVertexArray,( array = 33 ),0x65CD,77,,
47,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 228; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1332 ),0x65CD,77,23.73,8265
,glUseProgram,( program = 1675 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D_ARRAY; texture = 0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11401 ),0x65CD,77,,
,glBindSampler,( unit = 0; sampler = 3 ),0x65CD,77,,
,glUniform4fv,( location = 50; count = 8; value = 0x853614208 ),0x65CD,77,,
,glUniform4fv,( location = 48; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 59; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 58; count = 1; value = 0x169156688 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 44; value = 0x334946160 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184504 ),0x65CD,77,,
,glUniform4fv,( location = 67; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 62; count = 5; value = 0x881686152 ),0x65CD,77,,
,glUniform4fv,( location = 69; count = 1; value = 0x169156448 ),0x65CD,77,,
,glBindVertexArray,( array = 34 ),0x65CD,77,,
48,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 228; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1332 ),0x65CD,77,23,8114
,glUniform4fv,( location = 4; count = 44; value = 0x334952568 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182560 ),0x65CD,77,,
49,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 228; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1332 ),0x65CD,77,20.37,8052
,glUniform4fv,( location = 4; count = 44; value = 0x334953280 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183856 ),0x65CD,77,,
50,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 228; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1332 ),0x65CD,77,22.77,8170
,glUniform4fv,( location = 4; count = 44; value = 0x334961112 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183928 ),0x65CD,77,,
51,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 228; type = GL_UNSIGNED_SHORT; primcount = 2; indices =       1332 ),0x65CD,77,14.64,7784
,glUniform4fv,( location = 4; count = 44; value = 0x334950432 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184360 ),0x65CD,77,,
52,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 936; type = GL_UNSIGNED_SHORT; primcount = 2; indices =          0 ),0x65CD,77,27.97,8934
,glBindTexture,( target = GL_TEXTURE_2D; texture = 10857 ),0x65CD,77,,
,glUniform4iv,( location = 61; count = 1; value = 0x169156448 ),0x65CD,77,,
,glUniform4fv,( location = 69; count = 1; value = 0x169156568 ),0x65CD,77,,
,glBindVertexArray,( array = 35 ),0x65CD,77,,
53,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 936; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,38.73,9732
,glUniform4fv,( location = 4; count = 44; value = 0x334949720 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182920 ),0x65CD,77,,
,glUniform4iv,( location = 61; count = 1; value = 0x169156640 ),0x65CD,77,,
54,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 666; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,29.84,8792
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11399 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 44; value = 0x334952568 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183208 ),0x65CD,77,,
,glUniform4fv,( location = 69; count = 1; value = 0x169156448 ),0x65CD,77,,
,glBindVertexArray,( array = 36 ),0x65CD,77,,
55,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 666; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,28.35,8882
,glUniform4fv,( location = 4; count = 44; value = 0x334958264 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184576 ),0x65CD,77,,
56,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 666; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,28.59,8724
,glUniform4fv,( location = 4; count = 44; value = 0x334947584 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184216 ),0x65CD,77,,
57,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 666; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,28.43,8742
,glUniform4fv,( location = 4; count = 44; value = 0x334956128 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183496 ),0x65CD,77,,
58,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 666; type = GL_UNSIGNED_SHORT; primcount = 2; indices =          0 ),0x65CD,77,22.25,8289
,glUniform4fv,( location = 4; count = 44; value = 0x334952568 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182560 ),0x65CD,77,,
59,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 12; type = GL_UNSIGNED_SHORT; primcount = 3; indices =       1872 ),0x65CD,77,4.55,7621
,glUseProgram,( program = 1676 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11396 ),0x65CD,77,,
,glUniform4fv,( location = 37; count = 8; value = 0x853614072 ),0x65CD,77,,
,glUniform4fv,( location = 36; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 46; count = 2; value = 0x954098136 ),0x65CD,77,,
,glUniform4fv,( location = 45; count = 1; value = 0x169156592 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 32; value = 0x349112912 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183496 ),0x65CD,77,,
,glUniform4fv,( location = 54; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 49; count = 5; value = 0x881686328 ),0x65CD,77,,
,glUniform4fv,( location = 56; count = 1; value = 0x169156568 ),0x65CD,77,,
,glBindVertexArray,( array = 37 ),0x65CD,77,,
60,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 12; type = GL_UNSIGNED_SHORT; primcount = 3; indices =       1872 ),0x65CD,77,4.71,7626
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11395 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 32; value = 0x349112392 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184648 ),0x65CD,77,,
,glUniform4fv,( location = 56; count = 1; value = 0x169156760 ),0x65CD,77,,
,glBindVertexArray,( array = 38 ),0x65CD,77,,
61,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1020 ),0x65CD,77,8.18,7618
,glUseProgram,( program = 1677 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11401 ),0x65CD,77,,
,glUniform4fv,( location = 37; count = 8; value = 0x853614480 ),0x65CD,77,,
,glUniform4fv,( location = 36; count = 1; value = 0x169156088 ),0x65CD,77,,
,glUniform4fv,( location = 46; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 45; count = 1; value = 0x169156688 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 32; value = 0x349112912 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183064 ),0x65CD,77,,
,glUniform4fv,( location = 54; count = 2; value = 0x954097656 ),0x65CD,77,,
,glUniform4fv,( location = 49; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 39 ),0x65CD,77,,
62,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1020 ),0x65CD,77,6.97,7456
,glUniform4fv,( location = 4; count = 32; value = 0x349109792 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183208 ),0x65CD,77,,
63,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1020 ),0x65CD,77,7.79,7637
,glUniform4fv,( location = 4; count = 32; value = 0x349104592 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184216 ),0x65CD,77,,
64,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1020 ),0x65CD,77,5.56,7707
,glUniform4fv,( location = 4; count = 32; value = 0x349114472 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182776 ),0x65CD,77,,
65,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1020 ),0x65CD,77,5.86,7449
,glUniform4fv,( location = 4; count = 32; value = 0x349119152 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182488 ),0x65CD,77,,
66,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       1020 ),0x65CD,77,7,7596
,glUniform4fv,( location = 4; count = 32; value = 0x349117072 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184000 ),0x65CD,77,,
67,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 3; indices =       1020 ),0x65CD,77,5.68,7436
,glUniform4fv,( location = 4; count = 32; value = 0x349110312 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184000 ),0x65CD,77,,
68,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 348; type = GL_UNSIGNED_SHORT; primcount = 32; indices =          0 ),0x65CD,77,61.59,15041
,glUseProgram,( program = 1678 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11288 ),0x65CD,77,,
,glUniform4fv,( location = 2; count = 8; value = 0x853612440 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 19; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 1; value = 0x169156304 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853615024 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156784 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 2; value = 0x954098136 ),0x65CD,77,,
,glUniform4fv,( location = 22; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 40 ),0x65CD,77,,
69,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 480; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,37.45,9510
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11183 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853615568 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156448 ),0x65CD,77,,
,glUniform4fv,( location = 29; count = 1; value = 0x169156688 ),0x65CD,77,,
,glBindVertexArray,( array = 41 ),0x65CD,77,,
70,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 198; type = GL_UNSIGNED_SHORT; primcount = 30; indices =          0 ),0x65CD,77,40.43,10580
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11285 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853614344 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156688 ),0x65CD,77,,
,glUniform4fv,( location = 29; count = 1; value = 0x169156448 ),0x65CD,77,,
,glBindVertexArray,( array = 42 ),0x65CD,77,,
71,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 96; type = GL_UNSIGNED_SHORT; primcount = 30; indices =          0 ),0x65CD,77,33.17,9072
,glUniform4fv,( location = 10; count = 8; value = 0x853615976 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156592 ),0x65CD,77,,
,glBindVertexArray,( array = 43 ),0x65CD,77,,
72,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 2154; type = GL_UNSIGNED_SHORT; primcount = 18; indices =          0 ),0x65CD,77,81.09,33253
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11413 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853615024 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156256 ),0x65CD,77,,
,glUniform4fv,( location = 29; count = 1; value = 0x169156232 ),0x65CD,77,,
,glBindVertexArray,( array = 44 ),0x65CD,77,,
73,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 1116; type = GL_UNSIGNED_SHORT; primcount = 8; indices =          0 ),0x65CD,77,55.27,12040
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11203 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853614480 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156136 ),0x65CD,77,,
,glUniform4fv,( location = 29; count = 1; value = 0x169156448 ),0x65CD,77,,
,glBindVertexArray,( array = 45 ),0x65CD,77,,
74,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 162; type = GL_UNSIGNED_SHORT; primcount = 12; indices =          0 ),0x65CD,77,33.98,9449
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11441 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853613256 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156088 ),0x65CD,77,,
,glUniform4fv,( location = 29; count = 1; value = 0x169156376 ),0x65CD,77,,
,glBindVertexArray,( array = 46 ),0x65CD,77,,
75,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 486; type = GL_UNSIGNED_SHORT; primcount = 12; indices =          0 ),0x65CD,77,47.97,11283
,glUniform4fv,( location = 10; count = 8; value = 0x853611896 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156784 ),0x65CD,77,,
,glBindVertexArray,( array = 47 ),0x65CD,77,,
76,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 96; type = GL_UNSIGNED_SHORT; primcount = 4; indices =        924 ),0x65CD,77,13.75,8338
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11288 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853613256 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156160 ),0x65CD,77,,
,glUniform4fv,( location = 29; count = 1; value = 0x169156304 ),0x65CD,77,,
,glBindVertexArray,( array = 48 ),0x65CD,77,,
77,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 12; type = GL_UNSIGNED_SHORT; primcount = 24; indices =          0 ),0x65CD,77,26.95,8984
,glUseProgram,( program = 1679 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11432 ),0x65CD,77,,
,glUniform4fv,( location = 1; count = 8; value = 0x853612712 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 1; value = 0x169156448 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 2; value = 0x954098216 ),0x65CD,77,,
,glUniform4fv,( location = 17; count = 1; value = 0x169156256 ),0x65CD,77,,
,glUniform4fv,( location = 20; count = 1; value = 0x169156136 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 5; value = 0x881684744 ),0x65CD,77,,
,glBindVertexArray,( array = 49 ),0x65CD,77,,
78,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 504; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,28.91,9237
,glUseProgram,( program = 1680 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11484 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11489 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11488 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 13; value = 0x974004992 ),0x65CD,77,,
,glUniform4fv,( location = 23; count = 3; value = 0x906425608 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 1; value = 0x169156184 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 7; value = 0x856080888 ),0x65CD,77,,
,glBindVertexArray,( array = 50 ),0x65CD,77,,
79,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 312; type = GL_UNSIGNED_SHORT; primcount = 21; indices =          0 ),0x65CD,77,57.53,13138
,glUseProgram,( program = 1681 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D_ARRAY; texture = 11284 ),0x65CD,77,,
,glBindSampler,( unit = 0; sampler = 4 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 2; count = 8; value = 0x853615296 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 2; value = 0x954097616 ),0x65CD,77,,
,glUniform4fv,( location = 19; count = 2; value = 0x954098376 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 1; value = 0x169156616 ),0x65CD,77,,
,glUniform4fv,( location = 10; count = 8; value = 0x853612440 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156760 ),0x65CD,77,,
,glUniform4fv,( location = 107; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 102; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 51 ),0x65CD,77,,
80,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 1320; type = GL_UNSIGNED_SHORT; primcount = 7; indices =          0 ),0x65CD,77,72.93,19429
,glUniform4fv,( location = 10; count = 8; value = 0x853612168 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156088 ),0x65CD,77,,
,glBindVertexArray,( array = 52 ),0x65CD,77,,
81,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 462; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,40.52,9749
,glUniform4fv,( location = 10; count = 8; value = 0x853612032 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156208 ),0x65CD,77,,
,glBindVertexArray,( array = 53 ),0x65CD,77,,
82,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 1086; type = GL_UNSIGNED_SHORT; primcount = 12; indices =          0 ),0x65CD,77,72.86,21164
,glUniform4fv,( location = 10; count = 8; value = 0x853612032 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156184 ),0x65CD,77,,
,glBindVertexArray,( array = 54 ),0x65CD,77,,
83,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 378; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,34.31,10734
,glUseProgram,( program = 1682 ),0x65CD,77,,
,glUniform4fv,( location = 1; count = 12; value = 0x862179600 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 1; value = 0x169156640 ),0x65CD,77,,
,glUniform4fv,( location = 24; count = 2; value = 0x954097616 ),0x65CD,77,,
,glUniform4fv,( location = 23; count = 1; value = 0x169156352 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 1; value = 0x169156088 ),0x65CD,77,,
,glUniform4fv,( location = 112; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 107; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 55 ),0x65CD,77,,
84,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 708; type = GL_UNSIGNED_SHORT; primcount = 6; indices =          0 ),0x65CD,77,51.42,11774
,glUseProgram,( program = 1683 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D_ARRAY; texture = 0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11430 ),0x65CD,77,,
,glBindSampler,( unit = 0; sampler = 3 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11170 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11426 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 10; value = 0x444487256 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 3; value = 0x906426504 ),0x65CD,77,,
,glUniform4fv,( location = 24; count = 1; value = 0x169156088 ),0x65CD,77,,
,glUniform4fv,( location = 25; count = 8; value = 0x853615568 ),0x65CD,77,,
,glBindVertexArray,( array = 56 ),0x65CD,77,,
85,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 708; type = GL_UNSIGNED_SHORT; primcount = 6; indices =          0 ),0x65CD,77,73.79,19559
,glUseProgram,( program = 1684 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 13; value = 0x974000888 ),0x65CD,77,,
,glUniform4fv,( location = 23; count = 3; value = 0x906426728 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 8; value = 0x853615296 ),0x65CD,77,,
,glBindVertexArray,( array = 57 ),0x65CD,77,,
86,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 870; type = GL_UNSIGNED_SHORT; primcount = 9; indices =          0 ),0x65CD,77,52.42,11524
,glUseProgram,( program = 1685 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11530 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 2; count = 8; value = 0x853615976 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 19; count = 2; value = 0x954098256 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 1; value = 0x169156088 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156616 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 22; count = 5; value = 0x881686328 ),0x65CD,77,,
,glBindVertexArray,( array = 58 ),0x65CD,77,,
87,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 1164; type = GL_UNSIGNED_SHORT; primcount = 9; indices =          0 ),0x65CD,77,57.88,13397
,glUseProgram,( program = 1686 ),0x65CD,77,,
,glUniform4fv,( location = 1; count = 12; value = 0x862185200 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 1; value = 0x169156304 ),0x65CD,77,,
,glUniform4fv,( location = 24; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 23; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 1; value = 0x169156592 ),0x65CD,77,,
,glUniform4fv,( location = 32; count = 2; value = 0x954098136 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 5; value = 0x881684744 ),0x65CD,77,,
,glBindVertexArray,( array = 59 ),0x65CD,77,,
88,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 96; type = GL_UNSIGNED_SHORT; primcount = 8; indices =       2400 ),0x65CD,77,23.37,8304
,glUseProgram,( program = 1687 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11438 ),0x65CD,77,,
,glUniform4fv,( location = 2; count = 8; value = 0x853613256 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 2; value = 0x954097536 ),0x65CD,77,,
,glUniform4fv,( location = 19; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 1; value = 0x169156784 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156592 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 22; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 60 ),0x65CD,77,,
89,glDrawElements,( mode = GL_TRIANGLES; count = 3; type = GL_UNSIGNED_INT; indices = 0x0 ),0x65CD,77,1.93,6953
,glBindVertexArray,( array = 0 ),0x65CD,77,,
,glUseProgram,( program = 1688 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 10464 ),0x65CD,77,,
,glUniform4fv,( location = 48; count = 14; value = 0x973982896 ),0x65CD,77,,
